tag,count,frequency (%)
session-cookies,6,0.005324766375875259
transpose,6,0.005324766375875259
hide,6,0.005324766375875259
ms-word,6,0.005324766375875259
iterm,6,0.005324766375875259
ksh,6,0.005324766375875259
maps,6,0.005324766375875259
image-manipulation,6,0.005324766375875259
simulator,6,0.005324766375875259
internet-explorer-10,6,0.005324766375875259
marshalling,6,0.005324766375875259
android-wifi,6,0.005324766375875259
angular-http,6,0.005324766375875259
xamarin.ios,6,0.005324766375875259
android-fragmentactivity,6,0.005324766375875259
scala-2.8,6,0.005324766375875259
production,6,0.005324766375875259
uiapplicationdelegate,6,0.005324766375875259
floating-accuracy,6,0.005324766375875259
android-volley,6,0.005324766375875259
case-class,6,0.005324766375875259
lifecycle,6,0.005324766375875259
dex,6,0.005324766375875259
diacritics,6,0.005324766375875259
android-progressbar,6,0.005324766375875259
constexpr,6,0.005324766375875259
interactive,6,0.005324766375875259
searchview,6,0.005324766375875259
static-typing,6,0.005324766375875259
internet-explorer-7,6,0.005324766375875259
share,6,0.005324766375875259
auto-indent,6,0.005324766375875259
public,6,0.005324766375875259
wifi,6,0.005324766375875259
xdebug,6,0.005324766375875259
dto,6,0.005324766375875259
views,6,0.005324766375875259
decimal-point,6,0.005324766375875259
pragma,6,0.005324766375875259
boto,6,0.005324766375875259
absolute-path,6,0.005324766375875259
android-orientation,6,0.005324766375875259
datetime-parsing,6,0.005324766375875259
resolution,6,0.005324766375875259
code-analysis,6,0.005324766375875259
desktop,6,0.005324766375875259
data-mining,6,0.005324766375875259
poco,6,0.005324766375875259
highlight,6,0.005324766375875259
header-files,6,0.005324766375875259
unhandled-exception,6,0.005324766375875259
elixir,6,0.005324766375875259
urllib2,6,0.005324766375875259
class-variables,6,0.005324766375875259
chai,6,0.005324766375875259
haxm,6,0.005324766375875259
table-variable,6,0.005324766375875259
head,6,0.005324766375875259
xcode10,6,0.005324766375875259
throw,6,0.005324766375875259
transform,6,0.005324766375875259
python-datamodel,6,0.005324766375875259
java-io,6,0.005324766375875259
plist,6,0.005324766375875259
scatter-plot,6,0.005324766375875259
query-optimization,6,0.005324766375875259
nvidia,6,0.005324766375875259
http-status-code-403,6,0.005324766375875259
karma-runner,6,0.005324766375875259
ng-repeat,6,0.005324766375875259
code-snippets,6,0.005324766375875259
android-pendingintent,6,0.005324766375875259
internet-connection,6,0.005324766375875259
sandbox,6,0.005324766375875259
alert,6,0.005324766375875259
sql-drop,6,0.005324766375875259
xcode4.5,6,0.005324766375875259
android-install-apk,6,0.005324766375875259
prepend,6,0.005324766375875259
breadth-first-search,6,0.005324766375875259
android-architecture-components,6,0.005324766375875259
assertions,6,0.005324766375875259
hotkeys,6,0.005324766375875259
packaging,6,0.005324766375875259
artisan,6,0.005324766375875259
project-structure,6,0.005324766375875259
revision,6,0.005324766375875259
gnu,6,0.005324766375875259
rollback,6,0.005324766375875259
nsnotificationcenter,6,0.005324766375875259
tortoisegit,6,0.005324766375875259
onload,6,0.005324766375875259
rdbms,6,0.005324766375875259
inline-styles,6,0.005324766375875259
myisam,6,0.005324766375875259
rm,6,0.005324766375875259
embed,6,0.005324766375875259
reactive-programming,6,0.005324766375875259
common-lisp,6,0.005324766375875259
c#-7.0,6,0.005324766375875259
offline,6,0.005324766375875259
globalization,6,0.005324766375875259
intentfilter,6,0.005324766375875259
xmldocument,6,0.005324766375875259
callstack,6,0.005324766375875259
having,6,0.005324766375875259
checksum,6,0.005324766375875259
ecmascript-2017,6,0.005324766375875259
title,6,0.005324766375875259
.net-standard,6,0.005324766375875259
unzip,6,0.005324766375875259
ordereddictionary,6,0.005324766375875259
implicit-conversion,6,0.005324766375875259
preventdefault,6,0.005324766375875259
static-linking,6,0.005324766375875259
ping,6,0.005324766375875259
python-multithreading,6,0.005324766375875259
sfinae,6,0.005324766375875259
hamcrest,6,0.005324766375875259
maven-surefire-plugin,6,0.005324766375875259
commit-message,6,0.005324766375875259
hostname,6,0.005324766375875259
django-south,6,0.005324766375875259
webforms,6,0.005324766375875259
post-increment,6,0.005324766375875259
synchronous,6,0.005324766375875259
graph-theory,6,0.005324766375875259
regex-group,6,0.005324766375875259
composite-primary-key,6,0.005324766375875259
runtimeexception,6,0.005324766375875259
friendly-url,6,0.005324766375875259
large-files,6,0.005324766375875259
aop,6,0.005324766375875259
webfonts,6,0.005324766375875259
.net-assembly,6,0.005324766375875259
factory-pattern,6,0.005324766375875259
reshape,6,0.005324766375875259
lazy-loading,6,0.005324766375875259
string.format,6,0.005324766375875259
static-members,6,0.005324766375875259
sqlcommand,6,0.005324766375875259
jquery-deferred,6,0.005324766375875259
sftp,6,0.005324766375875259
factory,6,0.005324766375875259
firefox-addon,6,0.005324766375875259
underline,6,0.005324766375875259
ember.js,6,0.005324766375875259
data-modeling,6,0.005324766375875259
numeric,6,0.005324766375875259
javafx,6,0.005324766375875259
primitive,6,0.005324766375875259
url-routing,6,0.005324766375875259
scanf,6,0.005324766375875259
dynamic-programming,6,0.005324766375875259
gcc-warning,6,0.005324766375875259
ipa,6,0.005324766375875259
licensing,6,0.005324766375875259
editing,6,0.005324766375875259
lombok,6,0.005324766375875259
use-case,6,0.005324766375875259
interpreter,6,0.005324766375875259
indexoutofboundsexception,6,0.005324766375875259
specifications,6,0.005324766375875259
android-sqlite,6,0.005324766375875259
uialertview,6,0.005324766375875259
magento,6,0.005324766375875259
crud,6,0.005324766375875259
string-aggregation,6,0.005324766375875259
genymotion,6,0.005324766375875259
credentials,6,0.005324766375875259
http-method,6,0.005324766375875259
lint,6,0.005324766375875259
mysql-error-1045,6,0.005324766375875259
roslyn,6,0.005324766375875259
components,6,0.005324766375875259
avfoundation,6,0.005324766375875259
copy-constructor,6,0.005324766375875259
tortoisehg,6,0.005324766375875259
document,6,0.005324766375875259
wix,6,0.005324766375875259
mingw,6,0.005324766375875259
angular-services,6,0.005324766375875259
gallery,6,0.005324766375875259
animated-gif,6,0.005324766375875259
coordinates,6,0.005324766375875259
ios-provisioning,6,0.005324766375875259
web-crawler,6,0.005324766375875259
solr,6,0.005324766375875259
jetbrains-ide,6,0.005324766375875259
func,6,0.005324766375875259
toast,6,0.005324766375875259
angular2-services,6,0.005324766375875259
html-encode,6,0.005324766375875259
bcrypt,6,0.005324766375875259
linear-regression,6,0.005324766375875259
merge-conflict-resolution,6,0.005324766375875259
preview,6,0.005324766375875259
jsx,6,0.005324766375875259
azure-devops,6,0.005324766375875259
distributed-computing,6,0.005324766375875259
graphviz,6,0.005324766375875259
assignment-operator,6,0.005324766375875259
ionic-framework,6,0.005324766375875259
doctype,6,0.005324766375875259
bind,6,0.005324766375875259
primitive-types,6,0.005324766375875259
tail,6,0.005324766375875259
class-design,6,0.005324766375875259
union,6,0.005324766375875259
android-contentprovider,6,0.005324766375875259
rpm,6,0.005324766375875259
c++-standard-library,6,0.005324766375875259
connect,6,0.005324766375875259
openid,6,0.005324766375875259
apc,6,0.005324766375875259
illegalargumentexception,6,0.005324766375875259
sequelize.js,5,0.004437305313229382
information-schema,5,0.004437305313229382
customization,5,0.004437305313229382
outputstream,5,0.004437305313229382
subset,5,0.004437305313229382
google-maps-android-api-2,5,0.004437305313229382
angularjs-controller,5,0.004437305313229382
ld,5,0.004437305313229382
metrics,5,0.004437305313229382
textcolor,5,0.004437305313229382
permission-denied,5,0.004437305313229382
backwards-compatibility,5,0.004437305313229382
barcode,5,0.004437305313229382
fullscreen,5,0.004437305313229382
java.util.date,5,0.004437305313229382
autofill,5,0.004437305313229382
gnupg,5,0.004437305313229382
hidden,5,0.004437305313229382
pdb,5,0.004437305313229382
templating,5,0.004437305313229382
maven-plugin,5,0.004437305313229382
macports,5,0.004437305313229382
greasemonkey,5,0.004437305313229382
signal-processing,5,0.004437305313229382
ipc,5,0.004437305313229382
entity-framework-4.3,5,0.004437305313229382
lookup,5,0.004437305313229382
properties-file,5,0.004437305313229382
grant,5,0.004437305313229382
series,5,0.004437305313229382
android-arrayadapter,5,0.004437305313229382
android-animation,5,0.004437305313229382
screen-scraping,5,0.004437305313229382
datagridview,5,0.004437305313229382
axis,5,0.004437305313229382
xcode9-beta,5,0.004437305313229382
init,5,0.004437305313229382
directory-listing,5,0.004437305313229382
background-process,5,0.004437305313229382
flush,5,0.004437305313229382
googletest,5,0.004437305313229382
shorthand,5,0.004437305313229382
swift-protocols,5,0.004437305313229382
mamp,5,0.004437305313229382
unions,5,0.004437305313229382
puzzle,5,0.004437305313229382
javamail,5,0.004437305313229382
event-bubbling,5,0.004437305313229382
ocr,5,0.004437305313229382
domain-name,5,0.004437305313229382
overwrite,5,0.004437305313229382
fedora,5,0.004437305313229382
erb,5,0.004437305313229382
toolbar,5,0.004437305313229382
nested-lists,5,0.004437305313229382
dbcontext,5,0.004437305313229382
one-to-many,5,0.004437305313229382
notation,5,0.004437305313229382
min,5,0.004437305313229382
nsdateformatter,5,0.004437305313229382
wkwebview,5,0.004437305313229382
angular-ngmodel,5,0.004437305313229382
repeat,5,0.004437305313229382
docker-machine,5,0.004437305313229382
aggregation,5,0.004437305313229382
logic,5,0.004437305313229382
tty,5,0.004437305313229382
git-stage,5,0.004437305313229382
google-maps-markers,5,0.004437305313229382
c89,5,0.004437305313229382
matrix-multiplication,5,0.004437305313229382
config,5,0.004437305313229382
package-lock.json,5,0.004437305313229382
password-protection,5,0.004437305313229382
imagebutton,5,0.004437305313229382
exif,5,0.004437305313229382
binaryfiles,5,0.004437305313229382
line-count,5,0.004437305313229382
textblock,5,0.004437305313229382
readability,5,0.004437305313229382
endianness,5,0.004437305313229382
figure,5,0.004437305313229382
ram,5,0.004437305313229382
gwt,5,0.004437305313229382
protocols,5,0.004437305313229382
httpd.conf,5,0.004437305313229382
permgen,5,0.004437305313229382
load-balancing,5,0.004437305313229382
collision-detection,5,0.004437305313229382
restful-url,5,0.004437305313229382
pgadmin,5,0.004437305313229382
privileges,5,0.004437305313229382
mobile-webkit,5,0.004437305313229382
output-formatting,5,0.004437305313229382
excel-2007,5,0.004437305313229382
na,5,0.004437305313229382
sql-limit,5,0.004437305313229382
android-databinding,5,0.004437305313229382
visualization,5,0.004437305313229382
dtd,5,0.004437305313229382
iphone-x,5,0.004437305313229382
transparent,5,0.004437305313229382
distance,5,0.004437305313229382
grammar,5,0.004437305313229382
nio,5,0.004437305313229382
render,5,0.004437305313229382
coalesce,5,0.004437305313229382
debug-symbols,5,0.004437305313229382
free,5,0.004437305313229382
xamarin.android,5,0.004437305313229382
single-page-application,5,0.004437305313229382
seaborn,5,0.004437305313229382
screen-orientation,5,0.004437305313229382
android-sdcard,5,0.004437305313229382
datediff,5,0.004437305313229382
xcode4.2,5,0.004437305313229382
option,5,0.004437305313229382
mp3,5,0.004437305313229382
disabled-input,5,0.004437305313229382
cascade,5,0.004437305313229382
apache-httpclient-4.x,5,0.004437305313229382
simulation,5,0.004437305313229382
cluster-analysis,5,0.004437305313229382
google-cloud-functions,5,0.004437305313229382
rstudio,5,0.004437305313229382
default-method,5,0.004437305313229382
openfiledialog,5,0.004437305313229382
generic-list,5,0.004437305313229382
titlebar,5,0.004437305313229382
android-8.0-oreo,5,0.004437305313229382
trace,5,0.004437305313229382
offset,5,0.004437305313229382
friend,5,0.004437305313229382
uistackview,5,0.004437305313229382
unity-container,5,0.004437305313229382
extends,5,0.004437305313229382
phone-call,5,0.004437305313229382
setup.py,5,0.004437305313229382
anonymous-class,5,0.004437305313229382
android-library,5,0.004437305313229382
nsurl,5,0.004437305313229382
python-unicode,5,0.004437305313229382
popover,5,0.004437305313229382
median,5,0.004437305313229382
arm,5,0.004437305313229382
asp.net-web-api2,5,0.004437305313229382
uitapgesturerecognizer,5,0.004437305313229382
utf-16,5,0.004437305313229382
continue,5,0.004437305313229382
autotools,5,0.004437305313229382
document-ready,5,0.004437305313229382
class-diagram,5,0.004437305313229382
reserved-words,5,0.004437305313229382
servlet-filters,5,0.004437305313229382
qt-creator,5,0.004437305313229382
string-interpolation,5,0.004437305313229382
runtime-error,5,0.004437305313229382
local,5,0.004437305313229382
uistatusbar,5,0.004437305313229382
android-tablayout,5,0.004437305313229382
staging,5,0.004437305313229382
google-cloud-firestore,5,0.004437305313229382
android-camera,5,0.004437305313229382
amazon-dynamodb,5,0.004437305313229382
scrapy,5,0.004437305313229382
draw,5,0.004437305313229382
anonymous-function,5,0.004437305313229382
logarithm,5,0.004437305313229382
django-authentication,5,0.004437305313229382
data-uri,5,0.004437305313229382
bson,5,0.004437305313229382
widget,5,0.004437305313229382
text-size,5,0.004437305313229382
temporary-files,5,0.004437305313229382
swipe,5,0.004437305313229382
css-hack,5,0.004437305313229382
reverse-proxy,5,0.004437305313229382
conditional-compilation,5,0.004437305313229382
java.util.scanner,5,0.004437305313229382
getelementbyid,5,0.004437305313229382
automatic-properties,5,0.004437305313229382
pytorch,5,0.004437305313229382
avplayer,5,0.004437305313229382
postback,5,0.004437305313229382
jekyll,5,0.004437305313229382
frame,5,0.004437305313229382
identifier,5,0.004437305313229382
amazon-elastic-beanstalk,5,0.004437305313229382
formula,5,0.004437305313229382
between,5,0.004437305313229382
insert-update,5,0.004437305313229382
react-native-android,5,0.004437305313229382
spell-checking,5,0.004437305313229382
provisioning,5,0.004437305313229382
strftime,5,0.004437305313229382
mailto,5,0.004437305313229382
timeit,5,0.004437305313229382
toggle,5,0.004437305313229382
docker-registry,5,0.004437305313229382
streamreader,5,0.004437305313229382
shapes,5,0.004437305313229382
nvm,5,0.004437305313229382
file-handling,5,0.004437305313229382
cross-compiling,5,0.004437305313229382
functor,5,0.004437305313229382
access-denied,5,0.004437305313229382
bdd,5,0.004437305313229382
object-literal,5,0.004437305313229382
client-server,5,0.004437305313229382
jvm-hotspot,5,0.004437305313229382
ioc-container,5,0.004437305313229382
comparison-operators,5,0.004437305313229382
size-t,5,0.004437305313229382
asp.net-ajax,5,0.004437305313229382
geo,5,0.004437305313229382
angular2-http,5,0.004437305313229382
git-flow,5,0.004437305313229382
boxing,5,0.004437305313229382
lxml,5,0.004437305313229382
serializable,5,0.004437305313229382
git-index,5,0.004437305313229382
android-multidex,5,0.004437305313229382
base-class,5,0.004437305313229382
android-fonts,5,0.004437305313229382
abstract-factory,5,0.004437305313229382
kwargs,5,0.004437305313229382
hosting,5,0.004437305313229382
pushstate,5,0.004437305313229382
javabeans,5,0.004437305313229382
conv-neural-network,5,0.004437305313229382
file-type,5,0.004437305313229382
digits,5,0.004437305313229382
block,5,0.004437305313229382
uipickerview,5,0.004437305313229382
sys,5,0.004437305313229382
compass-sass,5,0.004437305313229382
jframe,5,0.004437305313229382
wampserver,5,0.004437305313229382
milliseconds,5,0.004437305313229382
setstate,5,0.004437305313229382
antlr,5,0.004437305313229382
ubuntu-16.04,5,0.004437305313229382
iqueryable,5,0.004437305313229382
jquery-animate,5,0.004437305313229382
composition,5,0.004437305313229382
parseint,5,0.004437305313229382
rows,5,0.004437305313229382
server-side,5,0.004437305313229382
comparable,5,0.004437305313229382
datagrid,5,0.004437305313229382
do-while,5,0.004437305313229382
swap,5,0.004437305313229382
scheduling,5,0.004437305313229382
enter,5,0.004437305313229382
file-descriptor,5,0.004437305313229382
modelstate,5,0.004437305313229382
metaclass,5,0.004437305313229382
html-content-extraction,5,0.004437305313229382
file-get-contents,5,0.004437305313229382
nohup,5,0.004437305313229382
right-click,5,0.004437305313229382
optional-arguments,5,0.004437305313229382
java-threads,5,0.004437305313229382
google-cloud-datastore,5,0.004437305313229382
scala-java-interop,5,0.004437305313229382
protocol-buffers,5,0.004437305313229382
html-email,5,0.004437305313229382
android-nested-fragment,5,0.004437305313229382
namedtuple,5,0.004437305313229382
rpc,5,0.004437305313229382
let,5,0.004437305313229382
rendering,5,0.004437305313229382
actionbarsherlock,5,0.004437305313229382
elisp,5,0.004437305313229382
glyphicons,5,0.004437305313229382
microservices,5,0.004437305313229382
web-worker,5,0.004437305313229382
middleware,5,0.004437305313229382
mouseevent,5,0.004437305313229382
portforwarding,5,0.004437305313229382
google-oauth,5,0.004437305313229382
bluetooth,5,0.004437305313229382
asp.net-web-api-routing,5,0.004437305313229382
parentheses,5,0.004437305313229382
runnable,5,0.004437305313229382
strategy-pattern,5,0.004437305313229382
image-resizing,5,0.004437305313229382
user-controls,5,0.004437305313229382
textselection,5,0.004437305313229382
isolation-level,5,0.004437305313229382
angular-promise,5,0.004437305313229382
pdb-files,5,0.004437305313229382
retrofit2,5,0.004437305313229382
strong-typing,5,0.004437305313229382
typing,5,0.004437305313229382
event-propagation,5,0.004437305313229382
nonblocking,5,0.004437305313229382
letter,4,0.003549844250583506
mustache,4,0.003549844250583506
abstraction,4,0.003549844250583506
var-dump,4,0.003549844250583506
priority-queue,4,0.003549844250583506
sqlconnection,4,0.003549844250583506
uicollectionviewcell,4,0.003549844250583506
serial-port,4,0.003549844250583506
chunks,4,0.003549844250583506
code-organization,4,0.003549844250583506
async-ctp,4,0.003549844250583506
laravel-5.2,4,0.003549844250583506
assemblyinfo,4,0.003549844250583506
git-subtree,4,0.003549844250583506
trailing,4,0.003549844250583506
failed-installation,4,0.003549844250583506
cluster-computing,4,0.003549844250583506
name-mangling,4,0.003549844250583506
bottomnavigationview,4,0.003549844250583506
cascading-deletes,4,0.003549844250583506
custom-attributes,4,0.003549844250583506
finally,4,0.003549844250583506
e-commerce,4,0.003549844250583506
checked-exceptions,4,0.003549844250583506
distribute,4,0.003549844250583506
beta-testing,4,0.003549844250583506
nstimer,4,0.003549844250583506
rhel,4,0.003549844250583506
uirefreshcontrol,4,0.003549844250583506
web-deployment,4,0.003549844250583506
virtual,4,0.003549844250583506
jquery-ui-sortable,4,0.003549844250583506
linefeed,4,0.003549844250583506
bounded-wildcard,4,0.003549844250583506
issue-tracking,4,0.003549844250583506
maven-central,4,0.003549844250583506
composite-key,4,0.003549844250583506
navigationbar,4,0.003549844250583506
average,4,0.003549844250583506
window.location,4,0.003549844250583506
android-collapsingtoolbarlayout,4,0.003549844250583506
android-custom-view,4,0.003549844250583506
infinity,4,0.003549844250583506
keyboard-events,4,0.003549844250583506
confirmation,4,0.003549844250583506
anonymous-methods,4,0.003549844250583506
renderpartial,4,0.003549844250583506
windows-authentication,4,0.003549844250583506
capture,4,0.003549844250583506
http-status-code-405,4,0.003549844250583506
alter,4,0.003549844250583506
thymeleaf,4,0.003549844250583506
xml-deserialization,4,0.003549844250583506
duplicate-data,4,0.003549844250583506
android-layout-weight,4,0.003549844250583506
classnotfoundexception,4,0.003549844250583506
react-native-ios,4,0.003549844250583506
feature-branch,4,0.003549844250583506
metadata,4,0.003549844250583506
ionic2,4,0.003549844250583506
windows-phone-7,4,0.003549844250583506
bsd,4,0.003549844250583506
angular-template,4,0.003549844250583506
hive,4,0.003549844250583506
viewmodel,4,0.003549844250583506
higher-order-functions,4,0.003549844250583506
c++03,4,0.003549844250583506
splash-screen,4,0.003549844250583506
sequences,4,0.003549844250583506
angularjs-ng-click,4,0.003549844250583506
session-storage,4,0.003549844250583506
android-coordinatorlayout,4,0.003549844250583506
spring-aop,4,0.003549844250583506
username,4,0.003549844250583506
physics,4,0.003549844250583506
dynamic-languages,4,0.003549844250583506
mobile-website,4,0.003549844250583506
uitabbarcontroller,4,0.003549844250583506
sqldatareader,4,0.003549844250583506
nsfilemanager,4,0.003549844250583506
social-networking,4,0.003549844250583506
separator,4,0.003549844250583506
vue-router,4,0.003549844250583506
utf,4,0.003549844250583506
git-squash,4,0.003549844250583506
parent-child,4,0.003549844250583506
kill-process,4,0.003549844250583506
openshift,4,0.003549844250583506
mergesort,4,0.003549844250583506
c++20,4,0.003549844250583506
attributeerror,4,0.003549844250583506
subplot,4,0.003549844250583506
tablet,4,0.003549844250583506
acid,4,0.003549844250583506
accelerometer,4,0.003549844250583506
iterable-unpacking,4,0.003549844250583506
fibonacci,4,0.003549844250583506
try-finally,4,0.003549844250583506
elmah,4,0.003549844250583506
ca,4,0.003549844250583506
nullreferenceexception,4,0.003549844250583506
translation,4,0.003549844250583506
custom-error-pages,4,0.003549844250583506
iphone-6,4,0.003549844250583506
owasp,4,0.003549844250583506
finance,4,0.003549844250583506
gethashcode,4,0.003549844250583506
mouseover,4,0.003549844250583506
perforce,4,0.003549844250583506
actionlink,4,0.003549844250583506
appsettings,4,0.003549844250583506
crashlytics,4,0.003549844250583506
micro-optimization,4,0.003549844250583506
arraybuffer,4,0.003549844250583506
session-state,4,0.003549844250583506
com,4,0.003549844250583506
highlighting,4,0.003549844250583506
home-directory,4,0.003549844250583506
self-signed,4,0.003549844250583506
gemfile,4,0.003549844250583506
windows-server-2003,4,0.003549844250583506
tee,4,0.003549844250583506
selected,4,0.003549844250583506
event-loop,4,0.003549844250583506
developer-tools,4,0.003549844250583506
protected,4,0.003549844250583506
usability,4,0.003549844250583506
python-idle,4,0.003549844250583506
unset,4,0.003549844250583506
sanitization,4,0.003549844250583506
git-commands,4,0.003549844250583506
cat,4,0.003549844250583506
sinatra,4,0.003549844250583506
blocking,4,0.003549844250583506
fastcgi,4,0.003549844250583506
unmanaged,4,0.003549844250583506
java-6,4,0.003549844250583506
key-value-observing,4,0.003549844250583506
google-sheets-formula,4,0.003549844250583506
type-safety,4,0.003549844250583506
java-me,4,0.003549844250583506
binary-data,4,0.003549844250583506
unsupported-class-version,4,0.003549844250583506
jpa-2.0,4,0.003549844250583506
glsl,4,0.003549844250583506
dijkstra,4,0.003549844250583506
captcha,4,0.003549844250583506
aws-cli,4,0.003549844250583506
init.d,4,0.003549844250583506
pi,4,0.003549844250583506
color-scheme,4,0.003549844250583506
null-pointer,4,0.003549844250583506
cllocationmanager,4,0.003549844250583506
playframework,4,0.003549844250583506
shallow-copy,4,0.003549844250583506
cvs,4,0.003549844250583506
multimarkdown,4,0.003549844250583506
visual-studio-debugging,4,0.003549844250583506
chained-assignment,4,0.003549844250583506
forgot-password,4,0.003549844250583506
nsurlsession,4,0.003549844250583506
angularjs-filter,4,0.003549844250583506
cpu-cache,4,0.003549844250583506
collapse,4,0.003549844250583506
page-refresh,4,0.003549844250583506
pep,4,0.003549844250583506
eclipse-3.4,4,0.003549844250583506
x-ua-compatible,4,0.003549844250583506
quicksort,4,0.003549844250583506
solaris,4,0.003549844250583506
load-data-infile,4,0.003549844250583506
endpoint,4,0.003549844250583506
streaming,4,0.003549844250583506
fragmentpageradapter,4,0.003549844250583506
cursor-position,4,0.003549844250583506
apache-config,4,0.003549844250583506
dpi,4,0.003549844250583506
windows-server-2008,4,0.003549844250583506
subversive,4,0.003549844250583506
werkzeug,4,0.003549844250583506
twitter-bootstrap-4,4,0.003549844250583506
xor,4,0.003549844250583506
alpha,4,0.003549844250583506
wireshark,4,0.003549844250583506
converter,4,0.003549844250583506
claims-based-identity,4,0.003549844250583506
cython,4,0.003549844250583506
administration,4,0.003549844250583506
spaceship-operator,4,0.003549844250583506
date-arithmetic,4,0.003549844250583506
implode,4,0.003549844250583506
type-erasure,4,0.003549844250583506
ini,4,0.003549844250583506
angular-routing,4,0.003549844250583506
currying,4,0.003549844250583506
oracle11g,4,0.003549844250583506
time-series,4,0.003549844250583506
objective-c-runtime,4,0.003549844250583506
container-data-type,4,0.003549844250583506
pypy,4,0.003549844250583506
forever,4,0.003549844250583506
simplehttpserver,4,0.003549844250583506
laravel-migrations,4,0.003549844250583506
3d,4,0.003549844250583506
dead-code,4,0.003549844250583506
private-key,4,0.003549844250583506
show,4,0.003549844250583506
tinymce,4,0.003549844250583506
fluid-layout,4,0.003549844250583506
yield-return,4,0.003549844250583506
datatables,4,0.003549844250583506
nsinteger,4,0.003549844250583506
signalr,4,0.003549844250583506
paste,4,0.003549844250583506
html.dropdownlistfor,4,0.003549844250583506
whatsapp,4,0.003549844250583506
xss,4,0.003549844250583506
git-gui,4,0.003549844250583506
gist,4,0.003549844250583506
categories,4,0.003549844250583506
postal-code,4,0.003549844250583506
future,4,0.003549844250583506
grid-layout,4,0.003549844250583506
postgresql-copy,4,0.003549844250583506
electron,4,0.003549844250583506
alpine,4,0.003549844250583506
iterm2,4,0.003549844250583506
activemq,4,0.003549844250583506
applicationcontext,4,0.003549844250583506
android-file,4,0.003549844250583506
ref,4,0.003549844250583506
mapkit,4,0.003549844250583506
cdata,4,0.003549844250583506
iboutlet,4,0.003549844250583506
latency,4,0.003549844250583506
time-precision,4,0.003549844250583506
react-proptypes,4,0.003549844250583506
git-patch,4,0.003549844250583506
base-class-library,4,0.003549844250583506
partial-views,4,0.003549844250583506
angularjs-factory,4,0.003549844250583506
kotlin-android-extensions,4,0.003549844250583506
python-3.4,4,0.003549844250583506
multiplication,4,0.003549844250583506
variadic,4,0.003549844250583506
enumerate,4,0.003549844250583506
classification,4,0.003549844250583506
mobile-application,4,0.003549844250583506
dry,4,0.003549844250583506
html5-audio,4,0.003549844250583506
explode,4,0.003549844250583506
circular-dependency,4,0.003549844250583506
nameerror,4,0.003549844250583506
graph-algorithm,4,0.003549844250583506
web.xml,4,0.003549844250583506
monkeypatching,4,0.003549844250583506
windows-vista,4,0.003549844250583506
notnull,4,0.003549844250583506
mvn-repo,4,0.003549844250583506
pinvoke,4,0.003549844250583506
pre-increment,4,0.003549844250583506
substr,4,0.003549844250583506
multicore,4,0.003549844250583506
angular2-directives,4,0.003549844250583506
vimdiff,4,0.003549844250583506
ruby-on-rails-3.2,4,0.003549844250583506
richtextbox,4,0.003549844250583506
single-sign-on,4,0.003549844250583506
image-scaling,4,0.003549844250583506
tablelayout,4,0.003549844250583506
findbugs,4,0.003549844250583506
flux,4,0.003549844250583506
administrator,4,0.003549844250583506
capistrano,4,0.003549844250583506
email-integration,4,0.003549844250583506
webbrowser-control,4,0.003549844250583506
rgba,4,0.003549844250583506
meld,4,0.003549844250583506
go-reflect,4,0.003549844250583506
requirements.txt,4,0.003549844250583506
diskspace,4,0.003549844250583506
tilde,4,0.003549844250583506
java-11,4,0.003549844250583506
core-location,4,0.003549844250583506
autoresize,4,0.003549844250583506
tree-traversal,4,0.003549844250583506
oledb,4,0.003549844250583506
ubuntu-11.04,4,0.003549844250583506
extern-c,4,0.003549844250583506
client,4,0.003549844250583506
unchecked,4,0.003549844250583506
uiviewanimation,4,0.003549844250583506
event-log,4,0.003549844250583506
messaging,4,0.003549844250583506
python-2.5,4,0.003549844250583506
dylib,4,0.003549844250583506
assets,4,0.003549844250583506
destructuring,4,0.003549844250583506
amazon-ebs,4,0.003549844250583506
gif,4,0.003549844250583506
nslocalizedstring,4,0.003549844250583506
extend,4,0.003549844250583506
android-mapview,4,0.003549844250583506
app-transport-security,4,0.003549844250583506
transclusion,4,0.003549844250583506
rbenv,4,0.003549844250583506
linux-containers,4,0.003549844250583506
jquery-1.7,4,0.003549844250583506
substitution,4,0.003549844250583506
http-response-codes,4,0.003549844250583506
equality-operator,4,0.003549844250583506
radio-group,4,0.003549844250583506
getjson,4,0.003549844250583506
celery,4,0.003549844250583506
eclipse-pdt,4,0.003549844250583506
aws-lambda,4,0.003549844250583506
branch-prediction,4,0.003549844250583506
ngroute,4,0.003549844250583506
stub,4,0.003549844250583506
folding,4,0.003549844250583506
nstimeinterval,4,0.003549844250583506
eof,4,0.003549844250583506
azure-sql-database,4,0.003549844250583506
asp.net-core-webapi,4,0.003549844250583506
cgi,4,0.003549844250583506
regression,4,0.003549844250583506
void-pointers,4,0.003549844250583506
double-quotes,4,0.003549844250583506
grouping,4,0.003549844250583506
compiler-flags,4,0.003549844250583506
ruby-1.9,4,0.003549844250583506
retina-display,4,0.003549844250583506
wsgi,4,0.003549844250583506
managed-bean,4,0.003549844250583506
python-unittest,4,0.003549844250583506
lockfile,4,0.003549844250583506
search-engine,4,0.003549844250583506
identity-operator,4,0.003549844250583506
enumerable,4,0.003549844250583506
const-iterator,4,0.003549844250583506
cryptographic-hash-function,4,0.003549844250583506
argument-passing,4,0.003549844250583506
